name;open;high;low;close;volume;marketCap;timestamp
"2781";142.1920307969;152.4373944827;141.3493214852;150.8275657433;2847495210.09;80593958699.66;"2025-06-28T00:00:00.000Z"
"2781";150.8259924268;154.4233682452;149.5324743598;153.3530927436;2462940244.85;81963377458.94;"2025-06-29T00:00:00.000Z"
"2781";153.3530927436;159.631606515;149.6124368203;154.735302095;4752163066.81;82701856960.78;"2025-06-30T00:00:00.000Z"
"2781";154.7350341386;155.347427904;145.2128963016;146.9266355128;3599415508.67;78549448699.85;"2025-07-01T00:00:00.000Z"
"2781";146.928740401;154.4098359459;146.232177197;152.2276261585;3941952132.03;81382647669.85;"2025-07-02T00:00:00.000Z"
"2781";152.228561354;156.1884805037;150.1514591347;152.4017872182;3748228100.51;81494050425.25;"2025-07-03T00:00:00.000Z"
"2781";152.4020228133;153.5575998091;145.4519679083;147.7636370396;3575641174.34;79013232509.51;"2025-07-04T00:00:00.000Z"
"2781";147.7629076273;148.5907075093;146.0768487385;147.6414532736;1579874805.59;78966485553.51;"2025-07-05T00:00:00.000Z"
"2781";147.6414660629;153.3870559787;146.8997321696;151.8729397001;2921512525.94;81229781961.55;"2025-07-06T00:00:00.000Z"
"2781";151.873341434;153.2769683074;147.7894033293;148.8723452293;3661294298.24;79731952873.49;"2025-07-07T00:00:00.000Z"
"2781";148.8719574192;152.7966022391;147.9498762498;151.8103911487;3885408944.07;81305568370.74;"2025-07-08T00:00:00.000Z"
"2781";151.8103911399;157.8800230174;150.6998906424;157.2815136804;4759358090.42;84258845137.41;"2025-07-09T00:00:00.000Z"
"2781";157.2815136804;165.0765881866;156.04606481;164.0627704514;5703252462.9;87891524215.21;"2025-07-10T00:00:00.000Z"
"2781";164.0625301854;167.9219624419;160.0656427009;162.8833839671;7095844188.37;87310679965.29;"2025-07-11T00:00:00.000Z"
"2781";162.8833839671;163.845325007;157.9980377163;160.6848409135;3795297693.6;86132050558.85;"2025-07-12T00:00:00.000Z"
"2781";160.6848409135;163.9576031638;159.915847283;161.1940102952;3865898680.11;86425057956.73;"2025-07-13T00:00:00.000Z"
"2781";161.1940102952;168.3361158374;160.7777828346;162.275228751;7130680772.78;87004958403.1;"2025-07-14T00:00:00.000Z"
"2781";162.2756133664;164.1220836296;157.6027504142;163.9504405472;6533486767.58;87922563501.97;"2025-07-15T00:00:00.000Z"
"2781";163.9504405472;175.8358060581;161.6914256974;173.7084764117;8415349749.89;93402355600.09;"2025-07-16T00:00:00.000Z"
"2781";173.7084764117;178.068439383;169.0315301186;175.7930396194;7913250794.13;94541498402.59;"2025-07-17T00:00:00.000Z"
"2781";175.7919265315;184.3690104022;173.9146954861;177.3819764166;8439352013.99;95396442813.82;"2025-07-18T00:00:00.000Z"
"2781";177.3819192373;178.3693806064;174.3131347798;177.0701215538;4074891431.96;95250474460.51;"2025-07-19T00:00:00.000Z"
"2781";177.0705010026;183.319758443;176.5283117059;181.5460353634;6503778373.87;97657436012.3;"2025-07-20T00:00:00.000Z"
"2781";181.545257735;198.9155644302;178.5621886047;195.9942645041;11211509986.24;105450529543.69;"2025-07-21T00:00:00.000Z"
"2781";195.9879000333;205.8714817733;194.2822994752;205.7005508588;14508715185.23;110681987570.55;"2025-07-22T00:00:00.000Z"
"2781";205.7112447362;205.7560935373;184.3273597851;189.5429346814;10671351702.15;102003908876.6;"2025-07-23T00:00:00.000Z"
"2781";189.5393100844;191.8833586239;179.9481526486;182.6060585639;8921891799.15;98276198748.15;"2025-07-24T00:00:00.000Z"
"2781";182.6039474893;186.7885831132;176.4135431096;186.7796567829;8613557362.08;100545038742.08;"2025-07-25T00:00:00.000Z"
"2781";186.7797990881;189.6469531998;184.5326737895;184.9138789915;3756183775.91;99539345297.09;"2025-07-26T00:00:00.000Z"
"2781";184.919500904;189.6030301553;184.7401315697;189.4408519771;0;0;"2025-07-27T00:00:00Z"